"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LOACW","Longevity Acquisition Corporation","1.56","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacw",
"LGVW","Longview Acquisition Corp.","19.79","$1.02B","2020","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/lgvw",
"LGVW.U","Longview Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/lgvw.u",
"LGVW.WS","Longview Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgvw.ws",
"LOOP","Loop Industries, Inc.","8.3","$350.37M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","20.99","$649.28M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/lorl",
"RIDE","Lordstown Motors Corp.","20.06","$3.31B","2019","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/ride",
"RIDEW","Lordstown Motors Corp.","8.63","n/a","2019","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/ridew",
"LPX","Louisiana-Pacific Corporation","37.17","$4.06B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/lpx",
"LOW","Lowe&#39;s Companies, Inc.","160.51","$120.7B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/low",
"LPLA","LPL Financial Holdings Inc.","104.22","$8.26B","2010","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/lpla",
"LXU","Lsb Industries Inc.","3.39","$99.39M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxu",
"LYTS","LSI Industries Inc.","8.56","$225.6M","1985","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/lyts",
"LTC","LTC Properties, Inc.","38.91","$1.53B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ltc",
"LUB","Luby&#39;s, Inc.","2.84","$87.13M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/lub",
"LU","Lufax Holding Ltd","14.2","$34.62B","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lu",
"LULU","lululemon athletica inc.","348.03","$45.36B","2007","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/lulu",
"LL","Lumber Liquidators Holdings, Inc","30.74","$887.61M","2007","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/ll",
"LITE","Lumentum Holdings Inc.","94.8","$7.16B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/lite",
"LAZR","Luminar Technologies, Inc. ","34","$11.01B","2019","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lazr",
"LAZRW","Luminar Technologies, Inc. ","17.17","n/a","2019","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lazrw",
"LMNX","Luminex Corporation","23.12","$1.08B","2000","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmnx",
"LUMO","Lumos Pharma, Inc.","35.71","$296.29M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lumo",
"LUNA","Luna Innovations Incorporated","9.88","$304.68M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/luna",
"LKCO","Luokung Technology Corp","0.68","$136.9M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/lkco",
"LBC","Luther Burbank Corporation","9.8","$513.62M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/lbc",
"LUXA","Lux Health Tech Acquisition Corp.","10.75","$463.59M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/luxa",
"LUXAU","Lux Health Tech Acquisition Corp.","11.5","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/luxau",
"LUXAW","Lux Health Tech Acquisition Corp.","2.49","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/luxaw",
"LXFR","Luxfer Holdings PLC","16.42","$453.55M","2012","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxfr",
"LDL","Lydall, Inc.","30.03","$532.53M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ldl",
"LYFT","Lyft, Inc.","49.13","$15.6B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lyft",
"LYB","LyondellBasell Industries NV","91.66","$30.61B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lyb",
"LYRA","Lyra Therapeutics, Inc.","11.4","$147.37M","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lyra",
"MTB","M&T Bank Corporation","127.3","$16.33B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mtb",
"MDC","M.D.C. Holdings, Inc.","48.6","$3.15B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","44.29","$1.27B","1993","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mho",
"MCBC","Macatawa Bank Corporation","8.37","$285.43M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbc",
"MAC","Macerich Company (The)","10.67","$1.59B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","12.46","$1.13B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cli",
"MFNC","Mackinac Financial Corporation","12.76","$134.41M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","55.04","$3.74B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/mtsi",
"MFD","Macquarie First Trust Global","8.37","$71.54M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mfd",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","20.29","$252.98M","2005","n/a","n/a","https://old.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Corporation ","37.55","$3.27B","2004","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mic",
"BMA","Macro Bank Inc.","15.57","$994.92M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bma",
"MGNX","MacroGenics, Inc.","22.86","$1.28B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgnx",
"M","Macy&#39;s Inc","11.25","$3.49B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/m",
"MCN","Madison Covered Call & Equity Strategy Fund","6.75","$141.39M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mcn",
"MSGE","Madison Square Garden Entertainment Corp.","105.04","$2.54B","2020","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msge",
"MSGS","Madison Square Garden Sports Corp.","184.1","$4.44B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msgs",
"MDGL","Madrigal Pharmaceuticals, Inc.","111.17","$1.72B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdgl",
"MAG","MAG Silver Corporation","20.52","$1.94B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mag",
"MAGS","Magal Security Systems Ltd.","3.88","$89.84M","1993","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","82.84","$2.12B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/mgln",
"MMP","Magellan Midstream Partners L.P.","42.44","$9.48B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mmp",
"MGTA","Magenta Therapeutics, Inc.","7.84","$378.71M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgta",
"MGIC","Magic Software Enterprises Ltd.","15.65","$766.49M","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mgic",
"MGA","Magna International, Inc.","70.8","$21.19B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mga",
"MX","MagnaChip Semiconductor Corporation","13.52","$480.48M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/mx",
"MGNI","Magnite, Inc.","30.71","$3.44B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mgni",
"MGY","Magnolia Oil & Gas Corporation","7.06","$1.77B","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mgy",
"MGYR","Magyar Bancorp, Inc.","9.64","$56.02M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mgyr",
"MH^A","Maiden Holdings, Ltd.","10.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^a",
"MH^C","Maiden Holdings, Ltd.","10.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^c",
"MH^D","Maiden Holdings, Ltd.","10.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^d",
"MHLA","Maiden Holdings, Ltd.","20.63","n/a","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhla",
"MHLD","Maiden Holdings, Ltd.","2.49","$211.15M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhld",
"MHNC","Maiden Holdings, Ltd.","21.66","n/a","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhnc",
"MAIN","Main Street Capital Corporation","32.26","$2.14B","2007","n/a","n/a","https://old.nasdaq.com/symbol/main",
"MMD","MainStay MacKay DefinedTerm Municipal Opportunitie","21.78","$601.17M","2012","n/a","n/a","https://old.nasdaq.com/symbol/mmd",
"MNSB","MainStreet Bancshares, Inc.","16.91","$124.54M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsb",
"MNSBP","MainStreet Bancshares, Inc.","26.47","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsbp",
"MMYT","MakeMyTrip Limited","29.53","$3.05B","2010","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mmyt",
"MLAC","Malacca Straits Acquisition Company Limited","9.91","$178.07M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlac",
"MLACU","Malacca Straits Acquisition Company Limited","10.27","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlacu",
"MLACW","Malacca Straits Acquisition Company Limited","1.05","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mlacw",
"MBUU","Malibu Boats, Inc.","62.44","$1.29B","2014","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mbuu",
"MACU","Mallard Acquisition Corp.","9.98","$141.34M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/macu",
"MACUU","Mallard Acquisition Corp.","10.57","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/macuu",
"MACUW","Mallard Acquisition Corp.","0.8","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/macuw",
"MLVF","Malvern Bancorp, Inc.","15.5","$117.95M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mlvf",
"TUSK","Mammoth Energy Services, Inc.","4.45","$203.66M","2016","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/tusk",
"MANU","Manchester United Ltd.","16.74","$2.73B","2012","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/manu",
"MANH","Manhattan Associates, Inc.","105.18","$6.68B","1998","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","5.21","$50.12M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","5.16","$102.12M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mntx",
"MTW","Manitowoc Company, Inc. (The)","13.31","$459.98M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mtw",
"MTEX","Mannatech, Incorporated","18.6","$38.83M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/mtex",
"MN","Manning & Napier, Inc.","6.27","$105.44M","2011","Finance","Investment Managers","https://old.nasdaq.com/symbol/mn",
"MNKD","MannKind Corporation","3.13","$737.64M","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnkd",
"MAN","ManpowerGroup","90.18","$5.19B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/man",
"MANT","ManTech International Corporation","88.94","$3.59B","2002","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/mant",
"MFC","Manulife Financial Corp","17.82","$34.57B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","6.67","$5.27B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mro",
"MARA","Marathon Patent Group, Inc.","10.44","$664.33M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mara",
"MPC","Marathon Petroleum Corporation","41.36","$26.91B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/mpc",
"MRVI","Maravai LifeSciences Holdings, Inc.","28.05","$7.23B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrvi",
"MCHX","Marchex, Inc.","1.96","$77.56M","2004","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mchx",
"MMI","Marcus & Millichap, Inc.","37.23","$1.47B","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/mmi",
"MCS","Marcus Corporation (The)","13.48","$418.75M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/mcs",
"MRIN","Marin Software Incorporated","2.02","$18.21M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mrin",
"MARPS","Marine Petroleum Trust","3.33","$6.66M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/marps",
"MPX","Marine Products Corporation","14.54","$492.45M","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mpx",
"HZO","MarineMax, Inc.","35.03","$773.38M","1998","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hzo",
"MRNS","Marinus Pharmaceuticals, Inc.","12.2","$434.28M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrns",
"MKL","Markel Corporation","1033.3","$14.24B","1986","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mkl",
"MRKR","Marker Therapeutics, Inc.","1.45","$69.64M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrkr",
"MKTX","MarketAxess Holdings, Inc.","570.56","$21.66B","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","12.24","$146.57M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/mrln",
"MRACU","Marquee Raine Acquisition Corp.","10.83","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mracu",
"MAR","Marriott International","131.92","$42.79B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mar",
"VAC","Marriott Vacations Worldwide Corporation","137.22","$5.63B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/vac",
"MBII","Marrone Bio Innovations, Inc.","1.25","$186.72M","2013","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/mbii",
"MMC","Marsh & McLennan Companies, Inc.","117","$59.34B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/mmc",
"MRTN","Marten Transport, Ltd.","17.23","$1.42B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/mrtn",
"MLM","Martin Marietta Materials, Inc.","283.97","$17.68B","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mlm",
"MMLP","Martin Midstream Partners L.P.","1.43","$55.56M","2002","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","47.54","$31.94B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/mrvl",
"MAS","Masco Corporation","54.93","$14.37B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mas",
"MASI","Masimo Corporation","268.38","$14.78B","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/masi",
"DOOR","Masonite International Corporation","98.34","$2.41B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","68.18","$5.04B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/mtz",
"MHH","Mastech Digital, Inc","15.9","$180.94M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/mhh",
"MA","Mastercard Incorporated","356.94","$355.84B","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ma",
"MCFT","MasterCraft Boat Holdings, Inc.","24.84","$470.78M","2015","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mcft",
"MTDR","Matador Resources Company","12.06","$1.41B","2012","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtdr",
"MTCH","Match Group, Inc.","151.19","$40.21B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","54.21","$2.93B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtls",
"MTRN","Materion Corporation","63.72","$1.3B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mtrn",
"MTNB","Matinas Biopharma Holdings, Inc.","1.36","$271.51M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtnb",
"MTRX","Matrix Service Company","11.02","$291.69M","1990","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/mtrx",
"MATX","Matson, Inc.","56.97","$2.45B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/matx",
"MAT","Mattel, Inc.","17.45","$6.07B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/mat",
"MATW","Matthews International Corporation","29.4","$934.67M","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/matw",
"MLP","Maui Land & Pineapple Company, Inc.","11.53","$223.27M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/mlp",
"MVNR","Mavenir plc","n/a","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mvnr",
"MMX","Maverix Metals Inc.","5.46","$767.07M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mmx",
"MAXR","Maxar Technologies Inc.","38.59","$2.36B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/maxr",
"MAXN","Maxeon Solar Technologies, Ltd.","28.37","$950.32M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/maxn",
"MXIM","Maxim Integrated Products, Inc.","88.65","$23.7B","1988","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxim",
"MMS","Maximus, Inc.","73.19","$4.5B","1997","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","38.19","$2.83B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxl",
"MEC","Mayville Engineering Company, Inc.","13.42","$269.2M","2019","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mec",
"MBI","MBIA, Inc.","6.58","$354.85M","1987","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mbi",
"MCFE","McAfee Corp.","16.69","$7.08B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mcfe",
"MKC","McCormick & Company, Incorporated","95.6","$25.51B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc.v",
"MCD","McDonald&#39;s Corporation","214.58","$159.89B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","0.985","$402.71M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mux",
"MGRC","McGrath RentCorp","67.1","$1.62B","1984","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/mgrc",
"MCK","McKesson Corporation","173.92","$27.93B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/mck",
"MDCA","MDC Partners Inc.","2.51","$184.56M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/mdca",
"MDJH","MDJM LTD","4.2","$48.89M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/mdjh",
"MDU","MDU Resources Group, Inc.","26.34","$5.28B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mdu",
"MTL","Mechel PAO","2.05","$557.83M","2004","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","0.498","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mtl^",
"MDRR","Medalist Diversified REIT, Inc.","2.18","$10.46M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mdrr",
"MDRRP","Medalist Diversified REIT, Inc.","13.4999","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mdrrp",
"MDLA","Medallia, Inc.","33.22","$5B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mdla",
"MBNKP","Medallion Bank","22.15","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/mbnkp",
"MFIN","Medallion Financial Corp.","4.9","$121.59M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","25.247","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mfinl",
"MDVL","MedAvail Holdings, Inc. ","15.05","$476.62M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdvl",
"MAX","MediaAlpha, Inc.","39.07","$2.29B","2020","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/max",
"MDIA","Mediaco Holding Inc.","2.605","$18.49M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/mdia",
"MPW","Medical Properties Trust, Inc.","21.79","$11.68B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mpw",
"MDNA","Medicenna Therapeutics Corp.","4.68","$228.37M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdna",
"MNOV","MediciNova, Inc.","5.26","$236.32M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnov",
"MED","MEDIFAST INC","196.34","$2.31B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/med",
"MDGS","Medigus Ltd.","1.91","$28.19M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.38","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdgsw",
"MRM","MEDIROM Healthcare Technologies Inc.","14.4","n/a","2020","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/mrm",
"MDWD","MediWound Ltd.","3.7","$100.69M","2014","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/mdwd",
"MCC","Medley Capital Corporation","28.31","$77.11M","2011","n/a","n/a","https://old.nasdaq.com/symbol/mcc",
"MCV","Medley Capital Corporation","24.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcv",
"MDLQ","Medley LLC","7.8584","n/a","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlq",
"MDLX","Medley LLC","6.82","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlx",
"MDLY","Medley Management Inc.","7.99","$26.71M","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdly",
"MD","Mednax, Inc","24.54","$2.1B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/md",
"MEDP","Medpace Holdings, Inc.","139.2","$4.98B","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/medp",
"MTACU","MedTech Acquisition Corporation","10.5","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/mtacu",
"MDT","Medtronic plc","117.14","$157.67B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/mdt",
"MFAC","Megalith Financial Acquisition Corp.","14.04","$96.65M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/mfac",
"MFAC.U","Megalith Financial Acquisition Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/mfac.u",
"MFAC.WS","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.ws",
"MEIP","MEI Pharma, Inc.","2.64","$297.06M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/meip",
"MGTX","MeiraGTx Holdings plc","15.14","$657.26M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/mgtx",
"MLCO","Melco Resorts & Entertainment Limited","18.55","$8.85B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mlco",
"MTSL","MER Telemanagement Solutions Ltd.","1.55","$6.84M","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","1675.22","$83.54B","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","27.17","$441.07M","1998","Finance","Major Banks","https://old.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","10.25","$675.15M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/merc",
"MBIN","Merchants Bancorp","27.63","$794.24M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/mbin",
"MBINO","Merchants Bancorp","26.55","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbino",
"MBINP","Merchants Bancorp","27.26","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mbinp",
"MRK","Merck & Company, Inc.","81.8","$206.96B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrk",
"MFH","Mercurity Fintech Holding Inc.","3.05","$25.39M","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/mfh",
"MCY","Mercury General Corporation","52.21","$2.89B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mcy",
"MRCY","Mercury Systems Inc","88.06","$4.93B","1998","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/mrcy",
"MDP","Meredith Corporation","19.2","$874.88M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/mdp",
"MREO","Mereo BioPharma Group plc","3.58","$242.52M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mreo",
"MCMJ","Merida Merger Corp. I","10.2","$166.99M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mcmj",
"MCMJW","Merida Merger Corp. I","1","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mcmjw",
